s,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg
Time,Total,NITROGEN,OXYGEN,CARBON DIOXIDE,WATER VAPOR,CARBON MONOXIDE,SOOT,HYDROGEN,HYDROGEN CYANIDE,HEPTAN_SURROGATE,LUMPED AIR,LUMPED HEPTAN_SURROGATE,LUMPED PRODUCTS
 1.9001732E+002, 5.7409571E+001, 4.3680614E+001, 1.2979367E+001, 2.6037919E-001, 4.8612408E-001, 7.4994930E-004, 1.6498885E-003, 0.0000000E+000, 0.0000000E+000, 6.8624883E-004, 5.6233075E+001, 6.8624883E-004, 1.1758096E+000
 1.9100400E+002, 5.7410106E+001, 4.3680614E+001, 1.2977723E+001, 2.6184496E-001, 4.8677242E-001, 7.5480262E-004, 1.6605658E-003, 0.0000000E+000, 0.0000000E+000, 7.3638366E-004, 5.6225951E+001, 7.3638366E-004, 1.1834189E+000
 1.9200636E+002, 5.7410636E+001, 4.3680614E+001, 1.2975994E+001, 2.6338604E-001, 4.8745407E-001, 7.5990531E-004, 1.6717917E-003, 0.0000000E+000, 0.0000000E+000, 7.5555508E-004, 5.6218461E+001, 7.5555508E-004, 1.1914192E+000
 1.9300244E+002, 5.7411164E+001, 4.3680614E+001, 1.2974331E+001, 2.6486865E-001, 4.8810985E-001, 7.6481440E-004, 1.6825917E-003, 0.0000000E+000, 0.0000000E+000, 7.9312024E-004, 5.6211255E+001, 7.9312024E-004, 1.1991159E+000
 1.9401080E+002, 5.7411692E+001, 4.3680614E+001, 1.2972378E+001, 2.6660969E-001, 4.8887995E-001, 7.7057916E-004, 1.6952742E-003, 0.0000000E+000, 0.0000000E+000, 7.4455472E-004, 5.6202793E+001, 7.4455472E-004, 1.2081542E+000
 1.9500150E+002, 5.7412216E+001, 4.3680614E+001, 1.2970426E+001, 2.6834994E-001, 4.8964969E-001, 7.7634129E-004, 1.7079508E-003, 0.0000000E+000, 0.0000000E+000, 6.9260466E-004, 5.6194335E+001, 6.9260466E-004, 1.2171884E+000
 1.9601242E+002, 5.7412742E+001, 4.3680614E+001, 1.2968208E+001, 2.7032659E-001, 4.9052401E-001, 7.8288621E-004, 1.7223497E-003, 0.0000000E+000, 0.0000000E+000, 5.6387830E-004, 5.6184728E+001, 5.6387830E-004, 1.2274498E+000
 1.9701141E+002, 5.7413274E+001, 4.3680614E+001, 1.2966487E+001, 2.7186109E-001, 4.9120274E-001, 7.8796709E-004, 1.7335276E-003, 0.0000000E+000, 0.0000000E+000, 5.8766792E-004, 5.6177270E+001, 5.8766792E-004, 1.2354159E+000
 1.9800882E+002, 5.7413807E+001, 4.3680614E+001, 1.2964884E+001, 2.7329009E-001, 4.9183481E-001, 7.9269865E-004, 1.7439370E-003, 0.0000000E+000, 0.0000000E+000, 6.4795221E-004, 5.6170325E+001, 6.4795221E-004, 1.2428343E+000
 1.9900186E+002, 5.7414344E+001, 4.3680614E+001, 1.2962730E+001, 2.7520981E-001, 4.9268394E-001, 7.9905505E-004, 1.7579211E-003, 0.0000000E+000, 0.0000000E+000, 5.4888625E-004, 5.6160995E+001, 5.4888625E-004, 1.2528002E+000
 2.0000836E+002, 5.7414889E+001, 4.3680614E+001, 1.2961238E+001, 2.7654024E-001, 4.9327242E-001, 8.0346024E-004, 1.7676125E-003, 0.0000000E+000, 0.0000000E+000, 6.5361063E-004, 5.6154529E+001, 6.5361063E-004, 1.2597069E+000
 2.0100983E+002, 5.7415441E+001, 4.3680614E+001, 1.2959401E+001, 2.7817794E-001, 4.9399680E-001, 8.0888283E-004, 1.7795422E-003, 0.0000000E+000, 0.0000000E+000, 6.6329974E-004, 5.6146569E+001, 6.6329974E-004, 1.2682087E+000
 2.0201587E+002, 5.7415996E+001, 4.3680614E+001, 1.2956885E+001, 2.8042038E-001, 4.9498868E-001, 8.1630781E-004, 1.7958772E-003, 0.0000000E+000, 0.0000000E+000, 4.7611919E-004, 5.6135670E+001, 4.7611919E-004, 1.2798500E+000
 2.0301871E+002, 5.7416557E+001, 4.3680614E+001, 1.2955148E+001, 2.8196914E-001, 4.9567372E-001, 8.2143589E-004, 1.8071590E-003, 0.0000000E+000, 0.0000000E+000, 5.2403361E-004, 5.6128143E+001, 5.2403361E-004, 1.2878900E+000
 2.0400319E+002, 5.7417117E+001, 4.3680614E+001, 1.2953816E+001, 2.8315600E-001, 4.9619869E-001, 8.2536572E-004, 1.8158046E-003, 0.0000000E+000, 0.0000000E+000, 6.9126681E-004, 5.6122375E+001, 6.9126681E-004, 1.2940514E+000
 2.0500597E+002, 5.7417682E+001, 4.3680614E+001, 1.2952652E+001, 2.8419340E-001, 4.9665755E-001, 8.2880065E-004, 1.8233614E-003, 0.0000000E+000, 0.0000000E+000, 9.1196496E-004, 5.6117333E+001, 9.1196496E-004, 1.2994369E+000
 2.0600323E+002, 5.7418253E+001, 4.3680614E+001, 1.2950464E+001, 2.8614388E-001, 4.9752029E-001, 8.3525890E-004, 1.8375696E-003, 0.0000000E+000, 0.0000000E+000, 8.3719394E-004, 5.6107853E+001, 8.3719394E-004, 1.3095625E+000
 2.0701544E+002, 5.7418831E+001, 4.3680614E+001, 1.2948409E+001, 2.8797562E-001, 4.9833050E-001, 8.4132400E-004, 1.8509128E-003, 0.0000000E+000, 0.0000000E+000, 8.0893969E-004, 5.6098950E+001, 8.0893969E-004, 1.3190716E+000
 2.0801984E+002, 5.7419413E+001, 4.3680614E+001, 1.2946045E+001, 2.9008322E-001, 4.9926273E-001, 8.4830247E-004, 1.8662654E-003, 0.0000000E+000, 0.0000000E+000, 6.9352678E-004, 5.6088707E+001, 6.9352678E-004, 1.3300129E+000
 2.0901782E+002, 5.7419993E+001, 4.3680614E+001, 1.2944015E+001, 2.9189292E-001, 5.0006320E-001, 8.5429459E-004, 1.8794481E-003, 0.0000000E+000, 0.0000000E+000, 6.7410276E-004, 5.6079911E+001, 6.7410276E-004, 1.3394076E+000
 2.1000334E+002, 5.7420566E+001, 4.3680614E+001, 1.2942453E+001, 2.9328500E-001, 5.0067894E-001, 8.5890391E-004, 1.8895886E-003, 0.0000000E+000, 0.0000000E+000, 7.8558489E-004, 5.6073146E+001, 7.8558489E-004, 1.3466343E+000
 2.1100732E+002, 5.7421135E+001, 4.3680614E+001, 1.2940229E+001, 2.9526743E-001, 5.0155581E-001, 8.6546796E-004, 1.9040295E-003, 0.0000000E+000, 0.0000000E+000, 6.9891066E-004, 5.6063511E+001, 6.9891066E-004, 1.3569258E+000
 2.1200615E+002, 5.7421705E+001, 4.3680614E+001, 1.2938172E+001, 2.9710155E-001, 5.0236708E-001, 8.7154091E-004, 1.9173900E-003, 0.0000000E+000, 0.0000000E+000, 6.6173915E-004, 5.6054596E+001, 6.6173915E-004, 1.3664473E+000
 2.1301866E+002, 5.7422276E+001, 4.3680614E+001, 1.2936487E+001, 2.9860347E-001, 5.0303140E-001, 8.7651392E-004, 1.9283306E-003, 0.0000000E+000, 0.0000000E+000, 7.3464171E-004, 5.6047297E+001, 7.3464171E-004, 1.3742442E+000
 2.1400163E+002, 5.7422838E+001, 4.3680614E+001, 1.2934603E+001, 3.0028328E-001, 5.0377441E-001, 8.8207594E-004, 1.9405671E-003, 0.0000000E+000, 0.0000000E+000, 7.4073926E-004, 5.6039133E+001, 7.4073926E-004, 1.3829647E+000
 2.1501646E+002, 5.7423399E+001, 4.3680614E+001, 1.2932749E+001, 3.0193584E-001, 5.0450538E-001, 8.8754776E-004, 1.9526051E-003, 0.0000000E+000, 0.0000000E+000, 7.5433918E-004, 5.6031101E+001, 7.5433918E-004, 1.3915437E+000
 2.1600386E+002, 5.7423959E+001, 4.3680614E+001, 1.2930909E+001, 3.0357556E-001, 5.0523066E-001, 8.9297705E-004, 1.9645495E-003, 0.0000000E+000, 0.0000000E+000, 7.7123978E-004, 5.6023131E+001, 7.7123978E-004, 1.4000560E+000
 2.1700238E+002, 5.7424512E+001, 4.3680614E+001, 1.2929255E+001, 3.0505011E-001, 5.0588288E-001, 8.9785942E-004, 1.9752907E-003, 0.0000000E+000, 0.0000000E+000, 8.3665225E-004, 5.6015965E+001, 8.3665225E-004, 1.4077108E+000
 2.1800969E+002, 5.7425072E+001, 4.3680614E+001, 1.2927845E+001, 3.0630706E-001, 5.0643885E-001, 9.0202133E-004, 1.9844469E-003, 0.0000000E+000, 0.0000000E+000, 9.8033046E-004, 5.6009856E+001, 9.8033046E-004, 1.4142361E+000
 2.1900992E+002, 5.7425632E+001, 4.3680614E+001, 1.2926362E+001, 3.0762921E-001, 5.0702366E-001, 9.0639911E-004, 1.9940781E-003, 0.0000000E+000, 0.0000000E+000, 1.1020719E-003, 5.6003430E+001, 1.1020719E-003, 1.4210998E+000
 2.2001741E+002, 5.7426191E+001, 4.3680614E+001, 1.2924176E+001, 3.0957817E-001, 5.0788572E-001, 9.1285229E-004, 2.0082750E-003, 0.0000000E+000, 0.0000000E+000, 1.0161530E-003, 5.5993957E+001, 1.0161530E-003, 1.4312174E+000
 2.2100436E+002, 5.7426749E+001, 4.3680614E+001, 1.2922353E+001, 3.1120332E-001, 5.0860456E-001, 9.1823337E-004, 2.0201134E-003, 0.0000000E+000, 0.0000000E+000, 1.0358283E-003, 5.5986059E+001, 1.0358283E-003, 1.4396542E+000
 2.2200188E+002, 5.7427305E+001, 4.3680614E+001, 1.2920261E+001, 3.1306764E-001, 5.0942918E-001, 9.2440631E-004, 2.0336939E-003, 0.0000000E+000, 0.0000000E+000, 9.7429354E-004, 5.5976998E+001, 9.7429354E-004, 1.4493324E+000
 2.2300632E+002, 5.7427866E+001, 4.3680614E+001, 1.2917751E+001, 3.1530511E-001, 5.1041886E-001, 9.3181483E-004, 2.0499926E-003, 0.0000000E+000, 0.0000000E+000, 7.9525078E-004, 5.5966123E+001, 7.9525078E-004, 1.4609479E+000
 2.2401352E+002, 5.7428435E+001, 4.3680614E+001, 1.2916021E+001, 3.1684764E-001, 5.1110115E-001, 9.3692229E-004, 2.0612290E-003, 0.0000000E+000, 0.0000000E+000, 8.5307403E-004, 5.5958626E+001, 8.5307403E-004, 1.4689556E+000
 2.2501854E+002, 5.7429007E+001, 4.3680614E+001, 1.2914173E+001, 3.1849449E-001, 5.1182958E-001, 9.4237519E-004, 2.0732254E-003, 0.0000000E+000, 0.0000000E+000, 8.7968540E-004, 5.5950622E+001, 8.7968540E-004, 1.4775050E+000
 2.2601518E+002, 5.7429579E+001, 4.3680614E+001, 1.2912321E+001, 3.2014571E-001, 5.1255995E-001, 9.4784255E-004, 2.0852536E-003, 0.0000000E+000, 0.0000000E+000, 9.0479545E-004, 5.5942597E+001, 9.0479545E-004, 1.4860770E+000
 2.2700761E+002, 5.7430151E+001, 4.3680614E+001, 1.2910298E+001, 3.2194905E-001, 5.1335760E-001, 9.5381359E-004, 2.0983899E-003, 0.0000000E+000, 0.0000000E+000, 8.8018146E-004, 5.5933832E+001, 8.8018146E-004, 1.4954387E+000
 2.2801378E+002, 5.7430729E+001, 4.3680614E+001, 1.2908193E+001, 3.2382512E-001, 5.1418742E-001, 9.6002548E-004, 2.1120560E-003, 0.0000000E+000, 0.0000000E+000, 8.3713111E-004, 5.5924714E+001, 8.3713111E-004, 1.5051780E+000
 2.2900885E+002, 5.7431309E+001, 4.3680614E+001, 1.2905587E+001, 3.2614824E-001, 5.1521498E-001, 9.6771756E-004, 2.1289786E-003, 0.0000000E+000, 0.0000000E+000, 6.4808619E-004, 5.5913423E+001, 6.4808619E-004, 1.5172381E+000
 2.3000342E+002, 5.7431889E+001, 4.3680614E+001, 1.2903560E+001, 3.2795570E-001, 5.1601445E-001, 9.7370225E-004, 2.1421449E-003, 0.0000000E+000, 0.0000000E+000, 6.2929613E-004, 5.5904639E+001, 6.2929613E-004, 1.5266212E+000
 2.3100253E+002, 5.7432471E+001, 4.3680614E+001, 1.2902018E+001, 3.2932969E-001, 5.1662220E-001, 9.7825167E-004, 2.1521537E-003, 0.0000000E+000, 0.0000000E+000, 7.5632883E-004, 5.5897961E+001, 7.5632883E-004, 1.5337540E+000
 2.3201872E+002, 5.7433060E+001, 4.3680614E+001, 1.2900537E+001, 3.3065002E-001, 5.1720620E-001, 9.8262343E-004, 2.1617715E-003, 0.0000000E+000, 0.0000000E+000, 9.0848919E-004, 5.5891544E+001, 9.0848919E-004, 1.5406083E+000
 2.3300552E+002, 5.7433645E+001, 4.3680614E+001, 1.2898298E+001, 3.3264573E-001, 5.1808894E-001, 9.8923142E-004, 2.1763091E-003, 0.0000000E+000, 0.0000000E+000, 8.3178971E-004, 5.5881844E+001, 8.3178971E-004, 1.5509686E+000
 2.3400110E+002, 5.7434221E+001, 4.3680614E+001, 1.2895915E+001, 3.3477037E-001, 5.1902871E-001, 9.9626634E-004, 2.1917859E-003, 0.0000000E+000, 0.0000000E+000, 7.0511965E-004, 5.5871518E+001, 7.0511965E-004, 1.5619983E+000
 2.3501328E+002, 5.7434803E+001, 4.3680614E+001, 1.2894205E+001, 3.3629446E-001, 5.1970285E-001, 1.0013128E-003, 2.2028881E-003, 0.0000000E+000, 0.0000000E+000, 7.8224773E-004, 5.5864111E+001, 7.8224773E-004, 1.5699104E+000
 2.3601814E+002, 5.7435385E+001, 4.3680614E+001, 1.2892416E+001, 3.3788973E-001, 5.2040847E-001, 1.0065949E-003, 2.2145087E-003, 0.0000000E+000, 0.0000000E+000, 8.3627537E-004, 5.5856357E+001, 8.3627537E-004, 1.5781920E+000
 2.3700269E+002, 5.7435959E+001, 4.3680614E+001, 1.2890362E+001, 3.3972052E-001, 5.2121826E-001, 1.0126568E-003, 2.2278449E-003, 0.0000000E+000, 0.0000000E+000, 8.0325101E-004, 5.5847459E+001, 8.0325101E-004, 1.5876961E+000
 2.3801505E+002, 5.7436535E+001, 4.3680614E+001, 1.2888491E+001, 3.4138807E-001, 5.2195585E-001, 1.0181782E-003, 2.2399921E-003, 0.0000000E+000, 0.0000000E+000, 8.2736227E-004, 5.5839355E+001, 8.2736227E-004, 1.5963530E+000
 2.3901527E+002, 5.7437116E+001, 4.3680614E+001, 1.2886481E+001, 3.4317954E-001, 5.2274825E-001, 1.0241100E-003, 2.2530420E-003, 0.0000000E+000, 0.0000000E+000, 8.1506491E-004, 5.5830648E+001, 8.1506491E-004, 1.6056530E+000
 2.4002170E+002, 5.7437695E+001, 4.3680614E+001, 1.2884756E+001, 3.4471769E-001, 5.2342860E-001, 1.0292030E-003, 2.2642465E-003, 0.0000000E+000, 0.0000000E+000, 8.8491010E-004, 5.5823172E+001, 8.8491010E-004, 1.6136381E+000
 2.4101888E+002, 5.7438272E+001, 4.3680614E+001, 1.2883165E+001, 3.4613630E-001, 5.2405608E-001, 1.0339001E-003, 2.2745803E-003, 0.0000000E+000, 0.0000000E+000, 9.9224672E-004, 5.5816277E+001, 9.9224672E-004, 1.6210025E+000
 2.4200241E+002, 5.7438841E+001, 4.3680614E+001, 1.2881229E+001, 3.4786160E-001, 5.2481921E-001, 1.0396128E-003, 2.2871481E-003, 0.0000000E+000, 0.0000000E+000, 9.8970415E-004, 5.5807892E+001, 9.8970415E-004, 1.6299591E+000
 2.4300009E+002, 5.7439409E+001, 4.3680614E+001, 1.2879270E+001, 3.4960822E-001, 5.2559178E-001, 1.0453960E-003, 2.2998713E-003, 0.0000000E+000, 0.0000000E+000, 9.7963344E-004, 5.5799403E+001, 9.7963344E-004, 1.6390264E+000
 2.4400723E+002, 5.7439984E+001, 4.3680614E+001, 1.2877215E+001, 3.5143998E-001, 5.2640199E-001, 1.0514612E-003, 2.3132145E-003, 0.0000000E+000, 0.0000000E+000, 9.4790631E-004, 5.5790500E+001, 9.4790631E-004, 1.6485356E+000
 2.4500400E+002, 5.7440558E+001, 4.3680614E+001, 1.2874618E+001, 3.5375499E-001, 5.2742597E-001, 1.0591264E-003, 2.3300781E-003, 0.0000000E+000, 0.0000000E+000, 7.5541613E-004, 5.5779249E+001, 7.5541613E-004, 1.6605536E+000
 2.4600958E+002, 5.7441132E+001, 4.3680614E+001, 1.2872557E+001, 3.5559182E-001, 5.2823843E-001, 1.0652083E-003, 2.3434584E-003, 0.0000000E+000, 0.0000000E+000, 7.2165894E-004, 5.5770321E+001, 7.2165894E-004, 1.6700892E+000
 2.4700974E+002, 5.7441707E+001, 4.3680614E+001, 1.2871154E+001, 3.5684242E-001, 5.2879160E-001, 1.0693492E-003, 2.3525682E-003, 0.0000000E+000, 0.0000000E+000, 8.8285417E-004, 5.5764243E+001, 8.8285417E-004, 1.6765814E+000
 2.4801088E+002, 5.7442282E+001, 4.3680614E+001, 1.2868987E+001, 3.5877488E-001, 5.2964636E-001, 1.0757478E-003, 2.3666451E-003, 0.0000000E+000, 0.0000000E+000, 8.1722516E-004, 5.5754851E+001, 8.1722516E-004, 1.6866135E+000
 2.4900401E+002, 5.7442857E+001, 4.3680614E+001, 1.2867287E+001, 3.6028990E-001, 5.3031648E-001, 1.0807642E-003, 2.3776812E-003, 0.0000000E+000, 0.0000000E+000, 8.9140346E-004, 5.5747488E+001, 8.9140346E-004, 1.6944784E+000
 2.5000742E+002, 5.7443438E+001, 4.3680614E+001, 1.2865419E+001, 3.6195465E-001, 5.3105283E-001, 1.0862763E-003, 2.3898079E-003, 0.0000000E+000, 0.0000000E+000, 9.2055422E-004, 5.5739397E+001, 9.2055422E-004, 1.7031207E+000
 2.5101341E+002, 5.7444025E+001, 4.3680614E+001, 1.2863122E+001, 3.6400259E-001, 5.3195868E-001, 1.0930573E-003, 2.4047260E-003, 0.0000000E+000, 0.0000000E+000, 8.2988792E-004, 5.5729443E+001, 8.2988792E-004, 1.7137522E+000
 2.5200093E+002, 5.7444610E+001, 4.3680614E+001, 1.2860734E+001, 3.6613164E-001, 5.3290040E-001, 1.1001068E-003, 2.4202350E-003, 0.0000000E+000, 0.0000000E+000, 7.0926760E-004, 5.5719095E+001, 7.0926760E-004, 1.7248048E+000
 2.5301547E+002, 5.7445199E+001, 4.3680614E+001, 1.2859032E+001, 3.6764866E-001, 5.3357140E-001, 1.1051298E-003, 2.4312856E-003, 0.0000000E+000, 0.0000000E+000, 7.9625546E-004, 5.5711722E+001, 7.9625546E-004, 1.7326801E+000
 2.5400392E+002, 5.7445791E+001, 4.3680614E+001, 1.2857546E+001, 3.6897325E-001, 5.3415729E-001, 1.1095157E-003, 2.4409345E-003, 0.0000000E+000, 0.0000000E+000, 9.4948706E-004, 5.5705285E+001, 9.4948706E-004, 1.7395565E+000
 2.5501085E+002, 5.7446382E+001, 4.3680614E+001, 1.2855943E+001, 3.7040195E-001, 5.3478924E-001, 1.1142462E-003, 2.4513417E-003, 0.0000000E+000, 0.0000000E+000, 1.0679981E-003, 5.5698341E+001, 1.0679981E-003, 1.7469734E+000
 2.5600403E+002, 5.7446979E+001, 4.3680614E+001, 1.2853930E+001, 3.7219627E-001, 5.3558290E-001, 1.1201874E-003, 2.4644124E-003, 0.0000000E+000, 0.0000000E+000, 1.0705625E-003, 5.5689620E+001, 1.0705625E-003, 1.7562883E+000
 2.5701471E+002, 5.7447582E+001, 4.3680614E+001, 1.2851873E+001, 3.7402983E-001, 5.3639392E-001, 1.1262585E-003, 2.4777688E-003, 0.0000000E+000, 0.0000000E+000, 1.0661294E-003, 5.5680709E+001, 1.0661294E-003, 1.7658069E+000
 2.5800574E+002, 5.7448187E+001, 4.3680614E+001, 1.2849705E+001, 3.7596246E-001, 5.3724875E-001, 1.1326577E-003, 2.4918469E-003, 0.0000000E+000, 0.0000000E+000, 1.0313055E-003, 5.5671316E+001, 1.0313055E-003, 1.7758398E+000
 2.5900922E+002, 5.7448792E+001, 4.3680614E+001, 1.2847248E+001, 3.7815336E-001, 5.3821783E-001, 1.1399120E-003, 2.5078063E-003, 0.0000000E+000, 0.0000000E+000, 9.1087042E-004, 5.5660667E+001, 9.1087042E-004, 1.7872134E+000
 2.6000134E+002, 5.7449400E+001, 4.3680614E+001, 1.2845329E+001, 3.7986366E-001, 5.3897433E-001, 1.1455750E-003, 2.5202649E-003, 0.0000000E+000, 0.0000000E+000, 9.5298161E-004, 5.5652355E+001, 9.5298161E-004, 1.7960922E+000
 2.6100519E+002, 5.7450010E+001, 4.3680614E+001, 1.2843338E+001, 3.8163844E-001, 5.3975935E-001, 1.1514515E-003, 2.5331932E-003, 0.0000000E+000, 0.0000000E+000, 9.7530055E-004, 5.5643729E+001, 9.7530055E-004, 1.8053057E+000
 2.6201364E+002, 5.7450627E+001, 4.3680614E+001, 1.2841037E+001, 3.8368928E-001, 5.4066648E-001, 1.1582420E-003, 2.5481324E-003, 0.0000000E+000, 0.0000000E+000, 9.1344458E-004, 5.5633762E+001, 9.1344458E-004, 1.8159522E+000
 2.6301654E+002, 5.7451247E+001, 4.3680614E+001, 1.2838675E+001, 3.8579545E-001, 5.4159807E-001, 1.1652157E-003, 2.5634746E-003, 0.0000000E+000, 0.0000000E+000, 8.3534114E-004, 5.5623525E+001, 8.3534114E-004, 1.8268860E+000
 2.6401425E+002, 5.7451864E+001, 4.3680614E+001, 1.2835888E+001, 3.8828001E-001, 5.4269704E-001, 1.1734424E-003, 2.5815732E-003, 0.0000000E+000, 0.0000000E+000, 6.3020933E-004, 5.5611450E+001, 6.3020933E-004, 1.8397841E+000
 2.6501154E+002, 5.7452483E+001, 4.3680614E+001, 1.2833389E+001, 3.9050720E-001, 5.4368217E-001, 1.1808169E-003, 2.5977971E-003, 0.0000000E+000, 0.0000000E+000, 5.1166440E-004, 5.5600625E+001, 5.1166440E-004, 1.8513463E+000
 2.6600049E+002, 5.7453101E+001, 4.3680614E+001, 1.2831655E+001, 3.9205300E-001, 5.4436591E-001, 1.1859351E-003, 2.6090573E-003, 0.0000000E+000, 0.0000000E+000, 6.1829619E-004, 5.5593112E+001, 6.1829619E-004, 1.8593710E+000
 2.6700110E+002, 5.7453722E+001, 4.3680614E+001, 1.2829577E+001, 3.9390576E-001, 5.4518542E-001, 1.1920698E-003, 2.6225537E-003, 0.0000000E+000, 0.0000000E+000, 6.2488034E-004, 5.5584107E+001, 6.2488034E-004, 1.8689893E+000
 2.6800894E+002, 5.7454350E+001, 4.3680614E+001, 1.2827706E+001, 3.9557368E-001, 5.4592317E-001, 1.1975925E-003, 2.6347035E-003, 0.0000000E+000, 0.0000000E+000, 7.0156306E-004, 5.5576001E+001, 7.0156306E-004, 1.8776480E+000
 2.6900879E+002, 5.7454979E+001, 4.3680614E+001, 1.2825230E+001, 3.9778026E-001, 5.4689918E-001, 1.2048987E-003, 2.6507772E-003, 0.0000000E+000, 0.0000000E+000, 5.9936759E-004, 5.5565276E+001, 5.9936759E-004, 1.8891031E+000
 2.7001675E+002, 5.7455608E+001, 4.3680614E+001, 1.2823695E+001, 3.9914906E-001, 5.4750463E-001, 1.2094309E-003, 2.6607481E-003, 0.0000000E+000, 0.0000000E+000, 7.7550092E-004, 5.5558624E+001, 7.7550092E-004, 1.8962089E+000
 2.7100827E+002, 5.7456232E+001, 4.3680614E+001, 1.2821957E+001, 4.0069831E-001, 5.4818989E-001, 1.2145607E-003, 2.6720335E-003, 0.0000000E+000, 0.0000000E+000, 8.8625069E-004, 5.5551094E+001, 8.8625069E-004, 1.9042516E+000
 2.7200278E+002, 5.7456848E+001, 4.3680614E+001, 1.2819645E+001, 4.0275942E-001, 5.4910156E-001, 1.2213852E-003, 2.6870475E-003, 0.0000000E+000, 0.0000000E+000, 8.2015903E-004, 5.5541077E+001, 8.2015903E-004, 1.9149515E+000
 2.7300104E+002, 5.7457464E+001, 4.3680614E+001, 1.2817299E+001, 4.0485016E-001, 5.5002633E-001, 1.2283079E-003, 2.7022774E-003, 0.0000000E+000, 0.0000000E+000, 7.4344451E-004, 5.5530915E+001, 7.4344451E-004, 1.9258052E+000
 2.7401511E+002, 5.7458084E+001, 4.3680614E+001, 1.2815246E+001, 4.0668022E-001, 5.5083581E-001, 1.2343674E-003, 2.7156083E-003, 0.0000000E+000, 0.0000000E+000, 7.5726846E-004, 5.5522021E+001, 7.5726846E-004, 1.9353056E+000
 2.7500192E+002, 5.7458695E+001, 4.3680614E+001, 1.2813067E+001, 4.0862275E-001, 5.5169502E-001, 1.2407993E-003, 2.7297585E-003, 0.0000000E+000, 0.0000000E+000, 7.2553408E-004, 5.5512580E+001, 7.2553408E-004, 1.9453899E+000
 2.7600458E+002, 5.7459297E+001, 4.3680614E+001, 1.2810827E+001, 4.1061948E-001, 5.5257821E-001, 1.2474107E-003, 2.7443036E-003, 0.0000000E+000, 0.0000000E+000, 6.6600348E-004, 5.5502875E+001, 6.6600348E-004, 1.9557556E+000
 2.7701822E+002, 5.7459900E+001, 4.3680614E+001, 1.2808958E+001, 4.1228527E-001, 5.5331503E-001, 1.2529263E-003, 2.7564379E-003, 0.0000000E+000, 0.0000000E+000, 7.1786145E-004, 5.5494779E+001, 7.1786145E-004, 1.9644033E+000
 2.7801590E+002, 5.7460492E+001, 4.3680614E+001, 1.2807165E+001, 4.1388419E-001, 5.5402226E-001, 1.2582205E-003, 2.7680852E-003, 0.0000000E+000, 0.0000000E+000, 7.8003255E-004, 5.5487008E+001, 7.8003255E-004, 1.9727038E+000
 2.7900549E+002, 5.7461066E+001, 4.3680614E+001, 1.2805036E+001, 4.1578200E-001, 5.5486169E-001, 1.2645044E-003, 2.7819096E-003, 0.0000000E+000, 0.0000000E+000, 7.2575059E-004, 5.5477784E+001, 7.2575059E-004, 1.9825559E+000
 2.8000803E+002, 5.7461631E+001, 4.3680614E+001, 1.2802902E+001, 4.1768451E-001, 5.5570321E-001, 1.2708038E-003, 2.7957683E-003, 0.0000000E+000, 0.0000000E+000, 6.6083832E-004, 5.5468538E+001, 6.6083832E-004, 1.9924324E+000
 2.8100098E+002, 5.7462188E+001, 4.3680614E+001, 1.2800982E+001, 4.1939571E-001, 5.5646011E-001, 1.2764698E-003, 2.8082335E-003, 0.0000000E+000, 0.0000000E+000, 6.5095685E-004, 5.5460221E+001, 6.5095685E-004, 2.0013159E+000
 2.8201041E+002, 5.7462738E+001, 4.3680614E+001, 1.2799417E+001, 4.2079049E-001, 5.5707704E-001, 1.2810880E-003, 2.8183936E-003, 0.0000000E+000, 0.0000000E+000, 7.3938205E-004, 5.5453442E+001, 7.3938205E-004, 2.0085566E+000
 2.8300757E+002, 5.7463279E+001, 4.3680614E+001, 1.2798027E+001, 4.2202998E-001, 5.5762530E-001, 1.2851921E-003, 2.8274226E-003, 0.0000000E+000, 0.0000000E+000, 8.7041041E-004, 5.5447418E+001, 8.7041041E-004, 2.0149912E+000
 2.8400906E+002, 5.7463812E+001, 4.3680614E+001, 1.2795819E+001, 4.2399838E-001, 5.5849596E-001, 1.2917097E-003, 2.8417613E-003, 0.0000000E+000, 0.0000000E+000, 7.5135125E-004, 5.5437851E+001, 7.5135125E-004, 2.0252098E+000
 2.8500681E+002, 5.7464339E+001, 4.3680614E+001, 1.2793487E+001, 4.2607658E-001, 5.5941518E-001, 1.2985908E-003, 2.8568998E-003, 0.0000000E+000, 0.0000000E+000, 5.8986209E-004, 5.5427750E+001, 5.8986209E-004, 2.0359984E+000
 2.8601709E+002, 5.7464863E+001, 4.3680614E+001, 1.2791350E+001, 4.2798137E-001, 5.6025771E-001, 1.3048978E-003, 2.8707751E-003, 0.0000000E+000, 0.0000000E+000, 4.8349516E-004, 5.5418493E+001, 4.8349516E-004, 2.0458868E+000
 2.8700720E+002, 5.7465380E+001, 4.3680614E+001, 1.2789526E+001, 4.2960765E-001, 5.6097704E-001, 1.3102826E-003, 2.8826216E-003, 0.0000000E+000, 0.0000000E+000, 4.6234577E-004, 5.5410589E+001, 4.6234577E-004, 2.0543293E+000
